backend_name,model_family,num_qubits,train_size,epochs,num_runs,mean_train_accuracy,variance_train_accuracy,mean_test_accuracy,variance_test_accuracy,mean_train_loss,variance_train_loss,mean_test_loss,variance_test_loss,mean_classification_threshold,variance_classification_threshold,mean_runtime_seconds,variance_runtime_seconds
torch_pure,su2_qcnn,7,6,50,3,1.0,0.0,0.9566666666666667,2.222222222222226e-05,0.21009396583574455,1.2737830182687912e-08,0.20940586900660907,3.866390105481501e-08,0.4787805004495558,2.2905157361624184e-06,2.568083985708654,0.0012339771837940577
torch_pure,su2_qcnn,7,8,50,3,1.0,0.0,0.9700000000000001,1.232595164407831e-32,0.20994531249040857,1.5322324764587832e-11,0.20913953668507568,4.964570215412411e-11,0.477566651187487,1.580953801774822e-06,2.9402153169115386,0.010981372494413352
torch_pure,su2_qcnn,7,10,50,3,1.0,0.0,0.9700000000000001,1.232595164407831e-32,0.20984479128949804,5.379972377444758e-10,0.20897429087632893,1.3970339732430534e-09,0.47116692751771777,8.355934169357622e-08,3.562754587891201,0.015789172499889263
torch_pure,su2_qcnn,7,12,50,3,1.0,0.0,0.98,0.0,0.20980294642656253,3.6463142720359316e-11,0.20888905884046413,1.4505123674167606e-10,0.47032500821916495,5.49756620561072e-07,3.6627357493465147,0.044655034727832436
torch_pure,su2_qcnn,8,2,50,3,1.0,0.0,0.92,0.0,0.17513297596807406,1.9609745225801467e-08,0.18192115829906155,2.115825337360404e-08,0.49146999107290895,3.5939427234609414e-06,3.5531248884896436,0.23152165618691656
torch_pure,su2_qcnn,8,4,50,3,1.0,0.0,0.9666666666666667,2.222222222222226e-05,0.1773472411856757,1.5420729020422751e-09,0.1808857864200454,6.585406510350905e-09,0.4634037820203571,3.341327869249044e-06,75.15350136905909,9410.532434967807
torch_pure,su2_qcnn,8,6,50,3,1.0,0.0,0.98,0.0,0.1785578784520284,1.3449778468256886e-09,0.18084670471423114,9.081385762539618e-10,0.45958856701550466,2.9093611993190866e-06,7.425397946964949,7.426840882727507
torch_pure,su2_qcnn,8,8,50,3,1.0,0.0,0.9899999999999999,1.232595164407831e-32,0.17923742336869178,3.3334614172384858e-12,0.18081457870080556,2.8666149340747072e-11,0.45497323224526304,2.941474632315701e-08,8.620933916730186,0.793439252280554
torch_pure,su2_qcnn,8,10,50,3,1.0,0.0,0.9966666666666667,2.222222222222226e-05,0.17970166004757063,1.8164921595409396e-12,0.1808073510715368,1.5027239421814235e-10,0.45206870952572675,8.622204311046641e-08,12.344031513979038,7.253625261598128
torch_pure,su2_qcnn,8,12,50,3,1.0,0.0,1.0,0.0,0.15325781113587242,0.001433669405789672,0.15513691759452375,0.001318811191952652,0.4460499938132692,3.995157389366497e-05,17.661356496469427,0.25865192448396895
torch_pure,su2_qcnn,9,2,50,3,1.0,0.0,0.93,0.0,0.08289593838518246,3.411607606023665e-06,0.109705728396109,1.8561374295136542e-06,0.388311957001582,2.1332320309378354e-05,20.77955682637791,46.38887813885979
torch_pure,su2_qcnn,9,4,50,3,1.0,0.0,0.9700000000000001,1.232595164407831e-32,0.07957885477118017,1.3632306166270829e-06,0.09743919514521882,5.577044625304399e-07,0.3952049312505082,3.708299566180832e-05,47.82527802387873,398.8103557297812
torch_pure,su2_qcnn,9,6,50,3,1.0,0.0,0.98,0.0,0.08398325556766234,1.0789479892268255e-07,0.09712091304366066,1.302757056547914e-07,0.36924810758356247,3.82464478668448e-05,39.91762077715248,6.925108083629936
