train_size,num_runs,mean_train_accuracy,variance_train_accuracy,mean_test_accuracy,variance_test_accuracy,mean_train_loss,variance_train_loss,mean_test_loss,variance_test_loss,mean_threshold,variance_threshold,phase_diagram_path
2,1,0.0,0.0,0.0,0.0,0.45275120293571114,0.0,0.44233523608899716,0.0,0.8485660574908704,0.0,/scratch/users/jdehoney/eqnn_thesis/data/reproduction/smoke/phase_diagrams/train_size_2_phase_diagram.npz
