backend_name,model_family,num_qubits,train_size,epochs,noise_model_name,noise_strength,num_runs,mean_build_time_seconds,mean_classification_threshold,mean_forward_time_seconds,mean_gradient_time_seconds,mean_runtime_seconds,mean_test_accuracy,mean_test_loss,mean_total_training_time_seconds,mean_train_accuracy,mean_train_loss,variance_build_time_seconds,variance_classification_threshold,variance_forward_time_seconds,variance_gradient_time_seconds,variance_runtime_seconds,variance_test_accuracy,variance_test_loss,variance_total_training_time_seconds,variance_train_accuracy,variance_train_loss
qiskit_mixed,hea_qcnn,7,4,10,depolarizing,0.0,3,0.0002564067641894023,0.666512584698538,11.990308742659787,107.82446146197617,120.50334756417821,0.7733333333333333,0.22598375362196965,109.98272820220639,1.0,0.20373042237789327,3.966688998642399e-08,0.00047704406068106096,0.0011352249839019968,0.11293666995581357,0.13789593181377693,0.0010888888888888873,0.000643071904067092,0.11790145703295822,0.0,0.0010632162054348378
qiskit_mixed,hea_qcnn,7,4,10,depolarizing,0.001,3,0.00011805507043997447,0.66732232052718,22.890842541120946,206.22982912231237,230.42100515247634,0.77,0.22709072545730966,210.35483355385563,1.0,0.20510493755959772,7.2121714464776525e-12,0.00048617066376940924,0.011606331915285947,0.37252134151540944,0.4988307805392373,0.0008000000000000013,0.0006277721486536116,0.3912809755592542,0.0,0.0010440247540475674
qiskit_mixed,hea_qcnn,7,4,10,depolarizing,0.005,3,0.0003575005879004796,0.6706008293400475,22.780391286748152,204.56534413745007,228.6437228312716,0.7633333333333333,0.2314075419836296,208.66159212216735,1.0,0.21045625954639668,1.1574437554826781e-07,0.0005188386210185935,0.0009547353264869955,0.14144358966604356,0.16734522549485295,0.00015555555555555583,0.0005720466642683543,0.14762021081290144,0.0,0.0009711437359588184
qiskit_mixed,hea_qcnn,7,4,10,depolarizing,0.01,3,0.00011427607387304306,0.6746971925853638,22.716390311097104,204.00419030866274,228.0170712598289,0.7633333333333333,0.23651121213038917,208.0928031190609,1.0,0.2168030389436211,2.6218626228424746e-11,0.0005537131767714219,0.0030424729890902655,0.3130515216396003,0.26608680059355777,0.00028888888888888936,0.0005142008093298222,0.3270737110555443,0.0,0.0008882278464805018
qiskit_mixed,hea_qcnn,7,4,10,depolarizing,0.05,3,0.00012048675368229549,0.7018388817428961,22.833043357357383,204.62952496266612,228.7564297768598,0.7366666666666667,0.26635384558745184,208.72392098543546,1.0,0.2553699324463248,1.7359006786023104e-11,0.0006819992818706402,0.01513947187926331,0.07267370293286861,0.15335719981130735,0.0009555555555555573,0.0002758979454740495,0.07470202227763652,0.0,0.0004337210298720224
qiskit_mixed,hea_qcnn,7,4,10,depolarizing,0.1,3,0.00011804296324650447,0.7241318049331151,22.905628939780097,205.64712893683463,229.85166304713735,0.7333333333333334,0.28777002474143637,209.7650721768538,0.8333333333333334,0.2816451837197327,1.1038135876008229e-11,0.0003488671930746792,0.023191689113124064,1.071666305439612,1.389020282315297,0.00035555555555555617,0.00011056418782356176,1.1156526080013143,0.05555555555555555,0.00017907290136409074
qiskit_mixed,hea_qcnn,7,8,10,depolarizing,0.0,3,0.00011804886162281036,0.5769243510274774,13.763888470518092,213.60906739595035,228.0567789512376,0.86,0.1804135032483607,217.22089262492955,0.9583333333333334,0.13978097737066417,1.2909045938684175e-11,0.0004970646439775175,6.131360029506997e-05,0.002576286321383076,0.0032896264049132526,0.009800000000000001,0.0008476108746321665,0.0026777862988012335,0.0034722222222222225,0.00033106161235931636
qiskit_mixed,hea_qcnn,7,8,10,depolarizing,0.001,3,0.00011487336208422978,0.578714224206847,26.319031110654276,408.80569026681286,436.41856953005,0.85,0.18217303764178427,415.7085513016209,0.9583333333333334,0.14181665062003343,8.55806937661975e-13,0.0004942607008972681,0.0006436055933053525,0.02396564529821604,0.030940768244144077,0.008266666666666665,0.0008284171965155185,0.024072523283664476,0.0034722222222222225,0.0003281676268489122
qiskit_mixed,hea_qcnn,7,8,10,depolarizing,0.005,3,0.0002295558030406634,0.5873268758519841,26.283054903770488,412.1766998280461,439.7546354836474,0.8433333333333333,0.18832390399686974,419.0662919059396,0.9583333333333334,0.14943225149776537,2.789799492249365e-08,0.0005438593812769777,9.347158596130056e-05,23.788186749113677,23.682080738894257,0.008088888888888887,0.0007508074243502958,23.753576831984123,0.0034722222222222225,0.00029890533599266086
qiskit_mixed,hea_qcnn,7,8,10,depolarizing,0.01,3,0.00011783838272094727,0.597527559658502,27.97297449534138,409.62644180158776,438.89829473694164,0.84,0.1959872357019504,418.15344732037437,0.9166666666666666,0.15887700467369062,2.6078587784620726e-11,0.0005706106342237539,5.0181848388558405,3.6877424359265434,7.0274865477873485,0.008066666666666665,0.0006474927322386341,6.595980534090271,0.0034722222222222225,0.0002613288123251929
qiskit_mixed,hea_qcnn,7,8,10,depolarizing,0.05,3,0.00011505372822284698,0.6589884391697458,26.358764006756246,412.42642169600975,440.08518983765197,0.7866666666666667,0.24776848335620402,419.3613685850675,0.9166666666666666,0.22168725983596146,4.29360771473745e-12,0.00036803598672981267,0.0001318342902091064,6.919818669611909,6.90559611319447,0.005488888888888891,6.518346327940334e-05,6.899682639283676,0.0034722222222222225,0.00010143041196268274
qiskit_mixed,hea_qcnn,7,8,10,depolarizing,0.1,3,0.000249268797536691,0.6906579372055967,26.40323928122719,417.49940672175336,445.20595705819625,0.7166666666666667,0.27737836031470803,424.4351319413011,0.875,0.25777066759333267,3.520078960628072e-08,3.8394387405718486e-05,0.007200874135793126,96.23724687622314,97.74265966580305,0.00015555555555555583,3.045495976455988e-05,96.33363048398179,0.0,2.3347910923300947e-05
qiskit_mixed,hea_qcnn,7,12,10,depolarizing,0.0,3,0.00011584193756182988,0.6518662046548013,15.738153122675916,328.3870827369392,344.81683192402124,0.7166666666666667,0.20106695835414723,333.51085474248976,0.8611111111111112,0.15461978407774146,3.230421331669299e-12,0.002538998992837941,0.008444123040600828,19.411591639681063,19.508589274013605,0.018488888888888885,0.0006322642610752139,19.340046971434088,0.0015432098765432072,5.704369343699978e-05
qiskit_mixed,hea_qcnn,7,12,10,depolarizing,0.001,3,0.00011463556438684464,0.6522531052807005,31.510855375478666,618.1196279134601,650.9297905061394,0.7133333333333334,0.2024080689243446,627.855489436537,0.8611111111111112,0.1559324864599183,2.8555026977220937e-11,0.0024106778291263643,4.885146820070961,14.726591602964588,35.7499165081113,0.01762222222222222,0.0006289984723829156,14.752819424357474,0.0015432098765432072,5.675294235358168e-05
qiskit_mixed,hea_qcnn,7,12,10,depolarizing,0.005,3,0.00025289009014765423,0.6545234093923763,30.02799587417394,624.2678494866317,655.6044258922338,0.6966666666666667,0.20742255943599697,634.0503209416444,0.8611111111111112,0.1610147281046679,3.3854678675225414e-08,0.0019538433493438913,0.0025845754405142214,3.2986699961702826,3.255588157707573,0.018022222222222214,0.0006077406537848641,3.3693666762449737,0.0015432098765432072,5.43501228229881e-05
