backend_name,model_family,num_qubits,train_size,epochs,noise_model_name,noise_strength,num_runs,mean_train_accuracy,variance_train_accuracy,mean_test_accuracy,variance_test_accuracy,mean_train_loss,variance_train_loss,mean_test_loss,variance_test_loss,mean_classification_threshold,variance_classification_threshold,mean_runtime_seconds,variance_runtime_seconds
qiskit_mixed,su2_qcnn,6,4,15,depolarizing,0.0,2,1.0,0.0,0.975,2.5000000000000045e-05,0.19217667871448987,1.0903199225527787e-05,0.19469879857122133,9.826180365621136e-06,0.4680403363841727,8.832740039688116e-05,6.4417565311305225,4.753935404588019
qiskit_mixed,su2_qcnn,6,4,15,depolarizing,0.001,2,1.0,0.0,0.975,2.5000000000000045e-05,0.1920864547107501,1.2370707047825007e-05,0.194605549987629,1.1188450407660902e-05,0.46855966918773195,7.095899322138592e-05,15.98127274075523,0.03313937567849448
qiskit_mixed,su2_qcnn,6,4,15,depolarizing,0.005,2,1.0,0.0,0.975,2.5000000000000045e-05,0.18989831831189435,3.945245698089765e-05,0.19247166270998292,3.628665474941151e-05,0.4648465124072927,2.1209051595175253e-06,15.991466862149537,0.005025885437196679
qiskit_mixed,su2_qcnn,6,4,15,depolarizing,0.01,2,1.0,0.0,0.975,2.5000000000000045e-05,0.1858858111217842,0.00012531632266783054,0.18862649351193417,0.00011520215062646196,0.4578469805689341,0.0002743199487154187,15.792137188371271,0.00018951771922286393
qiskit_mixed,su2_qcnn,6,4,15,depolarizing,0.05,2,1.0,0.0,0.895,0.007224999999999994,0.23748039061313092,0.00275194776699532,0.23938380294027772,0.0026406099661088747,0.6055367363741103,0.01241062216059524,14.207398879807442,0.009995867236121996
qiskit_mixed,su2_qcnn,6,8,15,depolarizing,0.0,2,1.0,0.0,1.0,0.0,0.11465200256168981,1.4662138265876609e-05,0.11860309503339662,1.2836672740227431e-05,0.42378429556912844,5.878462342809882e-05,7.454726957483217,0.6130702452754345
qiskit_mixed,su2_qcnn,6,8,15,depolarizing,0.001,2,1.0,0.0,1.0,0.0,0.11514930373204962,1.3554218216041028e-05,0.11905997976219043,1.1912968550426853e-05,0.42634252348108653,6.784881350335159e-05,25.687802608124912,0.012747960759876862
qiskit_mixed,su2_qcnn,6,8,15,depolarizing,0.005,2,1.0,0.0,1.0,0.0,0.11740591008595574,1.0456835198100497e-05,0.12115146147028213,9.305367745341186e-06,0.43659337324321823,8.817229865857169e-05,27.053188937716186,0.029744778337891107
qiskit_mixed,su2_qcnn,6,8,15,depolarizing,0.01,2,1.0,0.0,1.0,0.0,0.1209672856713975,8.809828853742912e-06,0.12449003590749629,7.929292967964348e-06,0.4499105553663318,7.966956418325582e-05,46.72964306231006,8.846751380636782
qiskit_mixed,su2_qcnn,6,8,15,depolarizing,0.05,2,1.0,0.0,1.0,0.0,0.1707555509078986,1.2328189832436242e-05,0.17258269013372152,1.1894429505494493e-05,0.5520654471297588,1.6609989105404196e-05,48.53694111621007,0.4113212639914884
qiskit_mixed,su2_qcnn,7,4,15,depolarizing,0.0,2,1.0,0.0,0.9550000000000001,0.0006249999999999984,0.22170028592697133,9.141719411290894e-06,0.22169120958007385,5.867277720643285e-06,0.501335628033274,1.0729014588165625e-05,24.588695270475,16.096350751383433
qiskit_mixed,su2_qcnn,7,4,15,depolarizing,0.001,2,1.0,0.0,0.9550000000000001,0.0006249999999999984,0.22213279241976647,8.811859212982281e-06,0.2221262270963281,5.589414306979207e-06,0.5030876924979898,1.05046263503357e-05,76.46759752323851,1081.1925401901492
