backend_name,model_family,num_qubits,train_size,epochs,noise_model_name,noise_strength,seeds_present,seeds,parameter_count_mean,classification_threshold_mean,train_loss_mean,train_loss_std,test_loss_mean,test_loss_std,train_accuracy_mean,train_accuracy_std,test_accuracy_mean,test_accuracy_std,history_final_loss_mean,history_final_loss_std,history_final_accuracy_mean,history_final_accuracy_std,history_best_loss_mean,history_best_loss_std,history_best_accuracy_mean,history_best_accuracy_std,build_time_sec_mean,forward_time_sec_mean,gradient_time_sec_mean,train_time_sec_mean,total_time_sec_mean
qiskit_mixed,su2_qcnn,9,16,10,coherent_overrotation,0.05,2,"0,1",7.0,0.3580958453905277,0.118192200499357,0.0044581175471095,0.1206598554344138,0.0041250828721165,1.0,0.0,1.0,0.0,0.118192200499357,0.0044581175471095,1.0,0.0,0.118192200499357,0.0044581175471095,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,16,10,depolarizing,0.01,1,0,7.0,0.3363928138797293,0.1238406014859008,,0.1260990020999011,,1.0,,1.0,,0.1238406014859008,,1.0,,0.1238406014859008,,1.0,,,,,,
