backend_name,model_family,num_qubits,train_size,epochs,noise_model_name,noise_strength,seeds_present,seeds,parameter_count_mean,classification_threshold_mean,train_loss_mean,train_loss_std,test_loss_mean,test_loss_std,train_accuracy_mean,train_accuracy_std,test_accuracy_mean,test_accuracy_std,history_final_loss_mean,history_final_loss_std,history_final_accuracy_mean,history_final_accuracy_std,history_best_loss_mean,history_best_loss_std,history_best_accuracy_mean,history_best_accuracy_std,build_time_sec_mean,forward_time_sec_mean,gradient_time_sec_mean,train_time_sec_mean,total_time_sec_mean
qiskit_mixed,su2_qcnn,9,4,10,coherent_overrotation,0.0,3,"0,1,2",7.0,0.5786367509521645,0.2375481586307541,0.0354697196693176,0.2383681284033037,0.0356275737066128,1.0,0.0,0.8766666666666666,0.0585946527708231,0.2375481586307541,0.0354697196693176,1.0,0.0,0.2375481586307541,0.0354697196693176,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,4,10,coherent_overrotation,0.001,3,"0,1,2",7.0,0.578463884559053,0.2374612707860755,0.0353904607864931,0.2382840953175208,0.0355445192076417,1.0,0.0,0.8766666666666666,0.0585946527708231,0.2374612707860755,0.0353904607864931,1.0,0.0,0.2374612707860755,0.0353904607864931,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,4,10,coherent_overrotation,0.005,3,"0,1,2",7.0,0.5777686040151057,0.2371107170297708,0.0350751124327016,0.2379450095894244,0.0352130279887566,1.0,0.0,0.8733333333333334,0.0642910050732863,0.2371107170297708,0.0350751124327016,1.0,0.0,0.2371107170297708,0.0350751124327016,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,4,10,coherent_overrotation,0.01,3,"0,1,2",7.0,0.5768906870661631,0.23666509705094,0.0346840946811404,0.2375138811954165,0.0347996757058692,1.0,0.0,0.8633333333333333,0.0737111479583199,0.23666509705094,0.0346840946811404,1.0,0.0,0.23666509705094,0.0346840946811404,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,4,10,coherent_overrotation,0.05,3,"0,1,2",7.0,0.5695239936746798,0.2327418561154268,0.0316928718700656,0.233719295581125,0.0315386847446528,0.9166666666666666,0.1443375672974064,0.8433333333333334,0.1415391583037476,0.2327418561154268,0.0316928718700656,0.9166666666666666,0.1443375672974064,0.2327418561154268,0.0316928718700656,0.9166666666666666,0.1443375672974064,,,,,
qiskit_mixed,su2_qcnn,9,4,10,coherent_overrotation,0.1,3,"0,1,2",7.0,0.5698424747333237,0.2270892309876138,0.0291020131334587,0.2286213690570555,0.0285138078218106,0.9166666666666666,0.1443375672974064,0.85,0.1385640646055101,0.2270897511906061,0.0291023050878578,0.9166666666666666,0.1443375672974064,0.2270892309876138,0.0291020131334587,0.9166666666666666,0.1443375672974064,,,,,
qiskit_mixed,su2_qcnn,9,8,10,coherent_overrotation,0.0,3,"0,1,2",7.0,0.4348218021504764,0.1603691433598905,0.0023430607478402,0.1632978014975813,0.0023693669062884,1.0,0.0,0.9733333333333332,0.0057735026918962,0.1603691433598905,0.0023430607478402,1.0,0.0,0.1603691433598905,0.0023430607478402,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,8,10,coherent_overrotation,0.001,3,"0,1,2",7.0,0.434806280408294,0.1603435486905988,0.0023006592154239,0.163274137654786,0.0023284389724306,1.0,0.0,0.9733333333333332,0.0057735026918962,0.1603435486905988,0.0023006592154239,1.0,0.0,0.1603435486905988,0.0023006592154239,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,8,10,coherent_overrotation,0.005,3,"0,1,2",7.0,0.4347510742503122,0.1602408480316165,0.0021353478528236,0.1631791285984903,0.002168175945099,1.0,0.0,0.9733333333333332,0.0057735026918962,0.1602408480316165,0.0021353478528236,1.0,0.0,0.1602408480316165,0.0021353478528236,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,8,10,coherent_overrotation,0.01,3,"0,1,2",7.0,0.434696329125154,0.1601115964600247,0.0019387294138992,0.1630594325900969,0.0019756825527584,1.0,0.0,0.9733333333333332,0.0057735026918962,0.1601115964600247,0.0019387294138992,1.0,0.0,0.1601115964600247,0.0019387294138992,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,8,10,coherent_overrotation,0.05,3,"0,1,2",7.0,0.4346090029202867,0.159010015359019,0.0009476480367823,0.162034245822079,0.000834012137642,1.0,0.0,0.9733333333333332,0.0057735026918962,0.159010015359019,0.0009476480367823,1.0,0.0,0.159010015359019,0.0009476480367823,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,8,10,coherent_overrotation,0.1,3,"0,1,2",7.0,0.4347113416158699,0.1573744074582253,0.0015813933531872,0.1604982989682367,0.0012024392308553,1.0,0.0,0.9733333333333332,0.0057735026918962,0.1573744074582253,0.0015813933531872,1.0,0.0,0.1573744074582253,0.0015813933531872,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,12,10,coherent_overrotation,0.0,3,"0,1,2",7.0,0.3796679172010087,0.1240203427199546,0.0070637478935602,0.1273804981613965,0.0066995342478584,1.0,0.0,0.99,0.0,0.1240203427199546,0.0070637478935602,1.0,0.0,0.1240203427199546,0.0070637478935602,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,12,10,coherent_overrotation,0.001,3,"0,1,2",7.0,0.3796311552680291,0.1240196147275292,0.007051473957831,0.1273798818974046,0.00668746712218,1.0,0.0,0.99,0.0,0.1240196147275292,0.007051473957831,1.0,0.0,0.1240196147275292,0.007051473957831,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,12,10,coherent_overrotation,0.005,3,"0,1,2",7.0,0.3794929665054276,0.1240179314323159,0.007001036817899,0.1273786815171657,0.0066377822946823,1.0,0.0,0.99,0.0,0.1240179314323159,0.007001036817899,1.0,0.0,0.1240179314323159,0.007001036817899,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,12,10,coherent_overrotation,0.01,3,"0,1,2",7.0,0.3793406252278185,0.1240181363238264,0.0069357012627883,0.127379562233598,0.0065732368151735,1.0,0.0,0.99,0.0,0.1240181363238264,0.0069357012627883,1.0,0.0,0.1240181363238264,0.0069357012627883,1.0,0.0,,,,,
qiskit_mixed,su2_qcnn,9,12,10,coherent_overrotation,0.05,3,"0,1,2",7.0,0.3691406288535217,0.122875683993072,0.0071916983544787,0.1263230588276353,0.0067798255574705,1.0,0.0,0.99,0.0,0.122875683993072,0.0071916983544787,1.0,0.0,0.122875683993072,0.0071916983544787,1.0,0.0,,,,,
