backend_name,model_family,num_qubits,train_size,epochs,noise_model_name,noise_strength,num_runs,mean_build_time_seconds,mean_classification_threshold,mean_forward_time_seconds,mean_gradient_time_seconds,mean_runtime_seconds,mean_test_accuracy,mean_test_loss,mean_total_training_time_seconds,mean_train_accuracy,mean_train_loss,variance_build_time_seconds,variance_classification_threshold,variance_forward_time_seconds,variance_gradient_time_seconds,variance_runtime_seconds,variance_test_accuracy,variance_test_loss,variance_total_training_time_seconds,variance_train_accuracy,variance_train_loss
qiskit_mixed,hea_qcnn,5,4,3,depolarizing,0.0,1,0.00014387816190719604,0.6429748472606297,2.181875476613641,6.396867595613003,8.629260376095772,0.51,0.2992818727799617,6.544929233379662,0.75,0.13803131868541055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qiskit_mixed,hea_qcnn,5,4,3,depolarizing,0.01,1,9.245052933692932e-05,0.654907287423969,3.8608487779274583,11.318493490107358,15.259547634981573,0.5,0.2965961945991089,11.578363274224102,0.75,0.15108779438023806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qiskit_mixed,hea_qcnn,5,4,3,depolarizing,0.1,1,0.00011523347347974777,0.7190813217503982,3.8655936904251575,11.30306401476264,15.249487794935703,0.49,0.29908264408173746,11.562196239829063,0.75,0.24437086443596062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qiskit_mixed,hea_qcnn,5,8,3,depolarizing,0.0,1,0.00011907890439033508,0.7411839406986603,2.3583682039752603,12.730086418800056,15.140891342423856,0.48,0.2569514251312144,12.983745497651398,0.375,0.25069651676205285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qiskit_mixed,hea_qcnn,5,8,3,depolarizing,0.01,1,9.335111826658249e-05,0.740315091578996,4.201453257352114,22.68333037663251,26.96595557872206,0.49,0.2606971575080417,23.133064127527177,0.375,0.2550761704605544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qiskit_mixed,hea_qcnn,5,8,3,depolarizing,0.1,1,0.00011576525866985321,0.7413660175955834,4.193424913100898,22.603064586408436,26.879927585832775,0.58,0.29103898010698276,23.051177171058953,0.75,0.2893699860461018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qiskit_mixed,hea_qcnn,5,12,3,depolarizing,0.0,1,0.00011831894516944885,0.2768782779502067,2.546474258415401,19.14242487680167,21.739625898189843,0.74,0.3128780012656749,19.50117518287152,0.9166666666666666,0.13826586751415998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qiskit_mixed,hea_qcnn,5,12,3,depolarizing,0.01,1,0.0001235567033290863,0.316081613847962,4.534548072144389,34.01972969900817,38.63602897617966,0.74,0.3065793722118093,34.657918185926974,0.9166666666666666,0.1415647813131098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qiskit_mixed,hea_qcnn,5,12,3,depolarizing,0.1,1,0.00011944212019443512,0.571273340624336,4.534851866774261,33.99756992701441,38.61407041735947,0.74,0.2929341338046453,34.637106854468584,0.9166666666666666,0.2111364782914332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qiskit_mixed,su2_qcnn,5,4,3,depolarizing,0.0,1,0.00011246185749769211,0.7615916243858453,0.7557966690510511,0.2572718979790807,1.0904193622991443,0.64,0.31154537052447195,0.32083571795374155,0.75,0.3109754201890368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
