backend_name,model_family,num_qubits,train_size,epochs,num_runs,mean_train_accuracy,variance_train_accuracy,mean_test_accuracy,variance_test_accuracy,mean_train_loss,variance_train_loss,mean_test_loss,variance_test_loss,mean_classification_threshold,variance_classification_threshold,mean_runtime_seconds,variance_runtime_seconds,source_run
torch_pure,su2_qcnn,8,6,50,3,1.0,0.0,0.98,0.0,0.1785578784520284,1.3449778468256884e-09,0.1808467047142311,9.081385762539618e-10,0.4595885670155046,2.9093611993190862e-06,7.425397946964949,7.426840882727507,torch_main
torch_pure,su2_qcnn,8,8,50,3,1.0,0.0,0.99,1.232595164407831e-32,0.1792374233686917,3.3334614172384858e-12,0.1808145787008055,2.8666149340747072e-11,0.454973232245263,2.9414746323157013e-08,8.620933916730186,0.793439252280554,torch_main
torch_pure,su2_qcnn,8,10,50,3,1.0,0.0,0.9966666666666668,2.222222222222226e-05,0.1797016600475706,1.81649215954094e-12,0.1808073510715368,1.5027239421814235e-10,0.4520687095257267,8.622204311046642e-08,12.344031513979038,7.253625261598128,torch_main
torch_pure,su2_qcnn,8,12,50,3,1.0,0.0,1.0,0.0,0.1532578111358724,0.0014336694057896,0.1551369175945237,0.0013188111919526,0.4460499938132692,3.995157389366497e-05,17.661356496469427,0.2586519244839689,torch_main
torch_pure,su2_qcnn,9,2,50,3,1.0,0.0,0.93,0.0,0.0828959383851824,3.411607606023665e-06,0.109705728396109,1.8561374295136544e-06,0.388311957001582,2.1332320309378358e-05,20.77955682637791,46.38887813885979,torch_main
torch_pure,su2_qcnn,9,4,50,3,1.0,0.0,0.97,1.232595164407831e-32,0.0795788547711801,1.3632306166270829e-06,0.0974391951452188,5.577044625304399e-07,0.3952049312505082,3.708299566180832e-05,47.82527802387873,398.8103557297812,torch_main
torch_pure,su2_qcnn,9,6,50,3,1.0,0.0,0.98,0.0,0.0839832555676623,1.0789479892268257e-07,0.0971209130436606,1.302757056547914e-07,0.3692481075835624,3.82464478668448e-05,39.91762077715248,6.925108083629936,torch_main
torch_pure,su2_qcnn,9,8,50,3,1.0,0.0,0.99,1.232595164407831e-32,0.0866591606397276,1.4459486870946168e-10,0.0966538228962499,1.3070431006862315e-09,0.3674944199829535,4.910401934540415e-06,66.02640323123585,24.24478488216906,torch_main
torch_pure,su2_qcnn,9,10,50,3,1.0,0.0,0.99,1.232595164407831e-32,0.0886912919571248,8.547372866631808e-12,0.0966015251155893,9.64731579522844e-10,0.3641301033763913,1.2633561548032337e-05,90.17746701122572,7.977681699504699,torch_main
torch_pure,su2_qcnn,9,12,50,3,1.0,0.0,0.99,1.232595164407831e-32,0.0903260545758101,4.269913131572279e-09,0.0967736012460406,1.5742924035806845e-08,0.3614255732496316,3.045036536325935e-05,98.92106914970402,33.8673519654622,torch_main
torch_pure,su2_qcnn,10,2,50,3,1.0,0.0,0.97,1.232595164407831e-32,0.1731994331262277,8.176596242430132e-07,0.1844241304324569,1.637582145398287e-07,0.5716825382428844,2.029723454432243e-05,110.22336886947352,3.591024015956517,torch_main
torch_pure,su2_qcnn,10,4,50,3,1.0,0.0,0.98,0.0,0.1764605877557104,8.992778331706914e-12,0.1834892072930072,1.3011006284429728e-10,0.5786640594751128,3.5392948374465366e-08,231.3405842104306,7.174798010899461,torch_main
torch_pure,su2_qcnn,10,6,50,3,1.0,0.0,0.99,6.666666666666679e-05,0.1561934917324333,0.0010064211040218,0.1629075467600048,0.0008505676504605,0.5617109694472783,0.0010319628143591,317.99760604805005,36.741288518654194,torch_main
torch_pure,su2_qcnn,10,8,50,3,1.0,0.0,0.9966666666666668,2.222222222222226e-05,0.1357942826068431,0.0009706912745752,0.1422803295902607,0.0008487817126357,0.5428437717446933,0.0009197216698745,335.9149928030868,157.22478584450275,torch_main
torch_pure,su2_qcnn,10,10,50,3,1.0,0.0,0.9933333333333332,2.222222222222226e-05,0.1588839670165842,0.0009511534544743,0.1628759030095645,0.0008517826613905,0.5643215550170975,0.0010438085087389,592.4806021566814,641.8115642946765,torch_main
torch_pure,su2_qcnn,10,12,50,3,1.0,0.0,1.0,0.0,0.1380891073096714,0.0009308984203513,0.1422580988968114,0.0008488585436649,0.5426753299887705,0.0010587532755706,694.9389823349193,602.8857900177792,torch_main
